number,name,preparation,yield,color,state,melting_point,rf,formula,hrms_adduct,hrms_found,h1_nmr,h1_spectrum_path,c13_nmr,c13_spectrum_path,extra_nmr,ir,structure_path
2g,"2-(3,4-Dimethoxyphenyl)spiro(cyclopropane-1,2'-indene)-1',3'-dione","Cyclopropane 2g was obtained according to the general procedure from alkene 1g (1.00 g, 3.4 mmol), trimethylsulfoxonium iodide (0.82 g, 3.7 mmol) and NaH (149 mg, 3.7 mmol) in DMF (34 mL).","715 mg (69%)",yellow,solid,175-176 °C,"Rf=0.56 (petroleum ether - ethyl acetate, 2:1)",C19H16O4,[M+H]+,309.1123,"7.96 (d, 3J = 8.2 Hz, 1H), 7.81 (d, 3J = 6.3 Hz, 1H), 7.80-7.72 (m, 2H), 6.87 (dd, 3J = 8.2 Hz, 4J = 2.1 Hz, 1H), 6.84-6.76 (m, 2H), 3.85 (br. s, 6H, OCH3), 3.41 (dd, 3J = 9.0 Hz, 3J = 8.8 Hz, 1H, CH), 2.45 (dd, 2J = 4.3 Hz, 3J = 8.8 Hz, 1H, CH2), 2.30 (dd, 1H, 2J = 4.3 Hz, 3J = 9.0 Hz, CH2).",,"198.1 (C=O), 195.9 (C=O), 148.7 (C), 148.5 (C), 142.7 (C), 141.6 (C), 134.8 (CH), 134.6 (CH), 126.0 (C), 122.4 (2 x C, CH), 121.5 (CH), 112.3 (CH), 110.6 (CH), 55.9 (OCH3), 55.8 (OCH3), 43.1 (C), 41.7 (CH), 22.6 (CH2).",,,"3082, 2965, 2942, 2842, 1738, 1694, 1600, 1589, 1518, 1467, 1445, 1367, 1329, 1315, 1295, 1255, 1239, 1216, 1167, 1142, 1110, 1077, 1048, 1036, 1023, 1011.",
